model,rmse,year,predictions_str
LinearRegression,1.2840264819078868,1987,"3.8178566683134028,4.105630451288666,3.6795792957055635,4.105630451288666,3.7780589405032288,0.8022482433601623,2.7987544218767786,1.031746565236219,3.6795792957055635,1.8187634414501892,0.6039795066633797,0.6039795066633797,2.0869789357034456,2.0869789357034456,0.36020356667701936,0.36020356667701936"
RidgeRegression,1.2201605682246515,1987,"3.7395825322169305,4.006982804220858,3.5005423595231067,4.006982804220858,3.7261305831301152,0.8859854290493587,2.66500689419746,1.1510539558798238,3.5005423595231067,1.9182992513770065,0.5994131030279207,0.5994131030279207,2.0245338430346616,2.0245338430346616,0.4141247528204134,0.4141247528204134"
lassoRegression,0.8781703925555292,1987,"3.7118230638463743,3.7118230638463743,0.9207627550339029,3.7118230638463743,3.7118230638463743,0.9207627550339029,0.9207627550339029,1.44270408508179,0.9207627550339029,1.44270408508179,0.7244295917928848,0.7244295917928848,1.4922040682861692,1.4922040682861692,0.7324211351826946,0.7324211351826946"
DecisionTreeRegressor,1.0174743266782083,1987,"1.910000009196145,1.910000009196145,2.5199999809265137,1.910000009196145,2.8350000977516174,1.1731343264900036,2.5199999809265137,1.1731343264900036,2.5199999809265137,1.1731343264900036,0.40487179628167397,0.40487179628167397,1.1731343264900036,1.1731343264900036,1.1731343264900036,1.1731343264900036"
GBTRegressor,1.0863133009663624,1987,"1.3926784739096807,1.8665499392506995,2.4765499109810682,1.8665499392506995,2.8122346072740183,2.257547626912568,2.4445169280841257,1.1960366349954528,2.4765499109810682,1.1960366349954528,0.3180277789707547,0.3180277789707547,1.4232665300224585,1.4232665300224585,0.5420974953288564,0.5420974953288564"
RandomForestRegressor,0.8459937597125429,1987,"2.1951536051827643,2.1951536051827643,1.9985801527300295,2.1951536051827643,2.9083754679998135,1.8459526954874825,1.8437860302760316,1.4684886995218072,1.9985801527300295,1.66998044472565,0.43458817717452414,0.43458817717452414,1.2141674143173844,1.2141674143173844,0.6304809451285477,0.6304809451285477"
SparkXGBRegressor,1.285101618988137,1987,"0.4759816825389862,1.4012197256088257,2.2933709621429443,1.4012197256088257,2.8215291500091553,2.640622615814209,2.209148645401001,1.2290400266647339,2.2933709621429443,1.3003737926483154,0.3619634211063385,0.3619634211063385,1.347045660018921,1.347045660018921,0.30872440338134766,0.30872440338134766"
